,Xt-3,Xt-2,Xt-1,Xt
0,0.07393450986851356,0.04831815461006014,0.04438521149110367,0.1796911092988595
1,0.04831815461006014,0.04438521149110367,0.1796911092988595,0.09381515569071562
2,0.04438521149110367,0.1796911092988595,0.09381515569071562,0.04089015478682163
3,0.1796911092988595,0.09381515569071562,0.04089015478682163,0.05820575037260518
4,0.09381515569071562,0.04089015478682163,0.05820575037260518,0.20467373444800202
5,0.04089015478682163,0.05820575037260518,0.20467373444800202,0.4234271240504092
6,0.05820575037260518,0.20467373444800202,0.4234271240504092,0.2108864990378551
7,0.20467373444800202,0.4234271240504092,0.2108864990378551,0.7508225435174732
8,0.4234271240504092,0.2108864990378551,0.7508225435174732,0.31077983954877614
9,0.2108864990378551,0.7508225435174732,0.31077983954877614,0.16890664984754322
10,0.7508225435174732,0.31077983954877614,0.16890664984754322,0.08188174656419858
11,0.31077983954877614,0.16890664984754322,0.08188174656419858,0.07739843244698161
12,0.16890664984754322,0.08188174656419858,0.07739843244698161,0.2721674975795728
13,0.08188174656419858,0.07739843244698161,0.2721674975795728,0.07840878504597808
14,0.07739843244698161,0.2721674975795728,0.07840878504597808,0.04415220771081821
15,0.2721674975795728,0.07840878504597808,0.04415220771081821,0.021348971368656173
16,0.07840878504597808,0.04415220771081821,0.021348971368656173,0.050379032873619556
17,0.04415220771081821,0.021348971368656173,0.050379032873619556,0.07420768671436549
18,0.021348971368656173,0.050379032873619556,0.07420768671436549,0.10474222952479283
19,0.050379032873619556,0.07420768671436549,0.10474222952479283,0.027246377393812547
20,0.07420768671436549,0.10474222952479283,0.027246377393812547,0.05608360818405692
21,0.10474222952479283,0.027246377393812547,0.05608360818405692,0.05491356764943376
22,0.027246377393812547,0.05608360818405692,0.05491356764943376,0.22787568846591116
23,0.05608360818405692,0.05491356764943376,0.22787568846591116,0.055309272345263394
24,0.05491356764943376,0.22787568846591116,0.055309272345263394,0.02137307520799605
25,0.22787568846591116,0.055309272345263394,0.02137307520799605,0.15705559550543743
26,0.055309272345263394,0.02137307520799605,0.15705559550543743,0.023946160057527834
27,0.02137307520799605,0.15705559550543743,0.023946160057527834,0.021643239073930495
28,0.15705559550543743,0.023946160057527834,0.021643239073930495,0.10789782382503828
29,0.023946160057527834,0.021643239073930495,0.10789782382503828,0.03414208409829546
30,0.021643239073930495,0.10789782382503828,0.03414208409829546,0.24344676867947118
31,0.10789782382503828,0.03414208409829546,0.24344676867947118,0.035406531336999794
32,0.03414208409829546,0.24344676867947118,0.035406531336999794,0.04063606014711377
33,0.24344676867947118,0.035406531336999794,0.04063606014711377,0.017052462006323245
34,0.035406531336999794,0.04063606014711377,0.017052462006323245,0.016408688630620717
35,0.04063606014711377,0.017052462006323245,0.016408688630620717,0.26136696890203
36,0.017052462006323245,0.016408688630620717,0.26136696890203,0.04517461222948462
37,0.016408688630620717,0.26136696890203,0.04517461222948462,0.012213616258843096
38,0.26136696890203,0.04517461222948462,0.012213616258843096,0.02588350614447038
39,0.04517461222948462,0.012213616258843096,0.02588350614447038,0.06489255713614252
40,0.012213616258843096,0.02588350614447038,0.06489255713614252,0.01410074601382757
41,0.02588350614447038,0.06489255713614252,0.01410074601382757,0.020993439738393
42,0.06489255713614252,0.01410074601382757,0.020993439738393,0.034934497816593885
43,0.01410074601382757,0.020993439738393,0.034934497816593885,0.02494446073685437
44,0.020993439738393,0.034934497816593885,0.02494446073685437,0.026172752216548897
45,0.034934497816593885,0.02494446073685437,0.026172752216548897,0.01636449825849761
46,0.02494446073685437,0.026172752216548897,0.01636449825849761,0.24413874973385347
47,0.026172752216548897,0.01636449825849761,0.24413874973385347,0.11078425858598845
48,0.01636449825849761,0.24413874973385347,0.11078425858598845,0.01787701417707484
49,0.24413874973385347,0.11078425858598845,0.01787701417707484,0.009421588201974104
50,0.11078425858598845,0.01787701417707484,0.009421588201974104,0.0032148495719559866
51,0.01787701417707484,0.009421588201974104,0.0032148495719559866,0.032122383226941664
52,0.009421588201974104,0.0032148495719559866,0.032122383226941664,0.01834402606428494
53,0.0032148495719559866,0.032122383226941664,0.01834402606428494,0.0054675542235952486
54,0.032122383226941664,0.01834402606428494,0.0054675542235952486,0.0052958143682986306
55,0.01834402606428494,0.0054675542235952486,0.0052958143682986306,0.003986172430832024
56,0.0054675542235952486,0.0052958143682986306,0.003986172430832024,0.004106691627531405
57,0.0052958143682986306,0.003986172430832024,0.004106691627531405,0.004388907413135789
58,0.003986172430832024,0.004106691627531405,0.004388907413135789,0.018824094197804144
59,0.004106691627531405,0.004388907413135789,0.018824094197804144,0.009414557915499975
60,0.004388907413135789,0.018824094197804144,0.009414557915499975,0.022048987036151744
61,0.018824094197804144,0.009414557915499975,0.022048987036151744,0.0438157582866991
62,0.009414557915499975,0.022048987036151744,0.0438157582866991,0.020536471117574513
63,0.022048987036151744,0.0438157582866991,0.020536471117574513,0.008665330242685489
64,0.0438157582866991,0.020536471117574513,0.008665330242685489,0.07120475006327259
65,0.020536471117574513,0.008665330242685489,0.07120475006327259,0.018185342455297425
66,0.008665330242685489,0.07120475006327259,0.018185342455297425,0.03883028084990137
67,0.07120475006327259,0.018185342455297425,0.03883028084990137,0.001651112994781519
68,0.018185342455297425,0.03883028084990137,0.001651112994781519,0.006420660204159519
69,0.03883028084990137,0.001651112994781519,0.006420660204159519,0.017919195895919626
70,0.001651112994781519,0.006420660204159519,0.017919195895919626,0.0016711995275647492
71,0.006420660204159519,0.017919195895919626,0.0016711995275647492,0.008244517380876818
72,0.017919195895919626,0.0016711995275647492,0.008244517380876818,0.013451951004929236
73,0.0016711995275647492,0.008244517380876818,0.013451951004929236,0.07633585486274873
74,0.008244517380876818,0.013451951004929236,0.07633585486274873,0.3269736022786163
75,0.013451951004929236,0.07633585486274873,0.3269736022786163,0.05121262398412361
76,0.07633585486274873,0.3269736022786163,0.05121262398412361,0.031829119848306504
77,0.3269736022786163,0.05121262398412361,0.031829119848306504,0.05095852934441574
78,0.05121262398412361,0.031829119848306504,0.05095852934441574,0.018057792972123912
79,0.031829119848306504,0.05095852934441574,0.018057792972123912,0.01222265519859555
80,0.05095852934441574,0.018057792972123912,0.01222265519859555,0.05650241239258727
81,0.018057792972123912,0.01222265519859555,0.05650241239258727,0.06826207301052938
82,0.01222265519859555,0.05650241239258727,0.06826207301052938,0.286116590270887
83,0.05650241239258727,0.06826207301052938,0.286116590270887,0.1740578411798026
84,0.06826207301052938,0.286116590270887,0.1740578411798026,0.014648104032170591
85,0.286116590270887,0.1740578411798026,0.014648104032170591,0.03352141023529365
86,0.1740578411798026,0.014648104032170591,0.03352141023529365,0.00577487817517867
87,0.014648104032170591,0.03352141023529365,0.00577487817517867,0.26895967829409095
88,0.03352141023529365,0.00577487817517867,0.26895967829409095,0.04143851713180381
89,0.00577487817517867,0.26895967829409095,0.04143851713180381,0.06382294926543551
90,0.26895967829409095,0.04143851713180381,0.06382294926543551,0.14601302410785666
91,0.04143851713180381,0.06382294926543551,0.14601302410785666,0.1242934562093499
92,0.06382294926543551,0.14601302410785666,0.1242934562093499,0.12870747178846473
93,0.14601302410785666,0.1242934562093499,0.12870747178846473,0.05882240692905035
94,0.1242934562093499,0.12870747178846473,0.05882240692905035,0.048750015064899586
95,0.12870747178846473,0.05882240692905035,0.048750015064899586,0.12483378394121877
96,0.05882240692905035,0.048750015064899586,0.12483378394121877,0.317880428887648
97,0.048750015064899586,0.12483378394121877,0.317880428887648,0.06351763396713041
98,0.12483378394121877,0.317880428887648,0.06351763396713041,0.09953178292082292
99,0.317880428887648,0.06351763396713041,0.09953178292082292,0.01697814183502529
100,0.06351763396713041,0.09953178292082292,0.01697814183502529,0.010702104666905026
101,0.09953178292082292,0.01697814183502529,0.010702104666905026,0.008955580641403164
102,0.01697814183502529,0.010702104666905026,0.008955580641403164,0.02546972356913584
103,0.010702104666905026,0.008955580641403164,0.02546972356913584,0.009558176624900069
104,0.008955580641403164,0.02546972356913584,0.009558176624900069,0.0070684508864186915
105,0.02546972356913584,0.009558176624900069,0.0070684508864186915,0.0070172302278214554
106,0.009558176624900069,0.0070684508864186915,0.0070172302278214554,0.004888057752799059
107,0.0070684508864186915,0.0070172302278214554,0.004888057752799059,0.002524877170852031
108,0.0070172302278214554,0.004888057752799059,0.002524877170852031,0.0011891227407672253
109,0.004888057752799059,0.002524877170852031,0.0011891227407672253,0.0017294504726361164
110,0.002524877170852031,0.0011891227407672253,0.0017294504726361164,0.002281830124174946
111,0.0011891227407672253,0.0017294504726361164,0.002281830124174946,0.0026212925282115356
112,0.0017294504726361164,0.002281830124174946,0.0026212925282115356,0.00031033693150090596
113,0.002281830124174946,0.0026212925282115356,0.00031033693150090596,0.00548864508301764
114,0.0026212925282115356,0.00031033693150090596,0.00548864508301764,0.0011931400473238715
115,0.00031033693150090596,0.00548864508301764,0.0011931400473238715,0.0011760664944581258
116,0.00548864508301764,0.0011931400473238715,0.0011760664944581258,0.007464155582248326
117,0.0011931400473238715,0.0011760664944581258,0.007464155582248326,0.0027398030716325934
118,0.0011760664944581258,0.007464155582248326,0.0027398030716325934,0.001852982649252982
119,0.007464155582248326,0.0027398030716325934,0.001852982649252982,0.0014622995866191554
120,0.0027398030716325934,0.001852982649252982,0.0014622995866191554,0.001846956689418013
121,0.001852982649252982,0.0014622995866191554,0.001846956689418013,0.002598193015510821
122,0.0014622995866191554,0.001846956689418013,0.002598193015510821,0.0
123,0.001846956689418013,0.002598193015510821,0.0,0.0007823704519068147
124,0.002598193015510821,0.0,0.0007823704519068147,0.11579283553548689
125,0.0,0.0007823704519068147,0.11579283553548689,0.021762753943990715
126,0.0007823704519068147,0.11579283553548689,0.021762753943990715,0.019379486829260457
127,0.11579283553548689,0.021762753943990715,0.019379486829260457,0.007948241022324172
128,0.021762753943990715,0.019379486829260457,0.007948241022324172,0.0426417004455193
129,0.019379486829260457,0.007948241022324172,0.0426417004455193,0.04536844727084279
130,0.007948241022324172,0.0426417004455193,0.04536844727084279,0.023649883698975187
131,0.0426417004455193,0.04536844727084279,0.023649883698975187,0.020189978427063795
132,0.04536844727084279,0.023649883698975187,0.020189978427063795,0.12269155521988728
133,0.023649883698975187,0.020189978427063795,0.12269155521988728,0.017972425207795184
134,0.020189978427063795,0.12269155521988728,0.017972425207795184,0.013620677880308369
135,0.12269155521988728,0.017972425207795184,0.013620677880308369,0.006386513098428028
136,0.017972425207795184,0.013620677880308369,0.006386513098428028,0.011848041362188307
137,0.013620677880308369,0.006386513098428028,0.011848041362188307,0.0017997533373774223
138,0.006386513098428028,0.011848041362188307,0.0017997533373774223,0.0014984553456289696
139,0.011848041362188307,0.0017997533373774223,0.0014984553456289696,0.0485983617423862
140,0.0017997533373774223,0.0014984553456289696,0.0485983617423862,0.007378787817919598
141,0.0014984553456289696,0.0485983617423862,0.007378787817919598,0.02211928990089305
142,0.0485983617423862,0.007378787817919598,0.02211928990089305,0.2311648582091651
143,0.007378787817919598,0.02211928990089305,0.2311648582091651,0.7761998690358063
144,0.02211928990089305,0.2311648582091651,0.7761998690358063,1.0
145,0.2311648582091651,0.7761998690358063,1.0,0.12741289475058554
146,0.7761998690358063,1.0,0.12741289475058554,0.742282754104683
147,1.0,0.12741289475058554,0.742282754104683,0.24773624775532999
148,0.12741289475058554,0.742282754104683,0.24773624775532999,0.1824439686168012
149,0.742282754104683,0.24773624775532999,0.1824439686168012,0.159347468896004
150,0.24773624775532999,0.1824439686168012,0.159347468896004,0.11857281167268595
151,0.1824439686168012,0.159347468896004,0.11857281167268595,0.2190918476798046
152,0.159347468896004,0.11857281167268595,0.2190918476798046,0.8060052707062023
153,0.11857281167268595,0.2190918476798046,0.8060052707062023,0.15382166372733738
154,0.2190918476798046,0.8060052707062023,0.15382166372733738,0.15210727815428868
155,0.8060052707062023,0.15382166372733738,0.15210727815428868,0.08372769892697743
156,0.15382166372733738,0.15210727815428868,0.08372769892697743,0.04918388417301736
157,0.15210727815428868,0.08372769892697743,0.04918388417301736,0.18154810925466913
158,0.08372769892697743,0.04918388417301736,0.18154810925466913,0.04929737308324261
159,0.04918388417301736,0.18154810925466913,0.04929737308324261,0.10058230858538586
160,0.18154810925466913,0.04929737308324261,0.10058230858538586,0.07629568179718227
161,0.04929737308324261,0.10058230858538586,0.07629568179718227,0.034253564355242384
162,0.10058230858538586,0.07629568179718227,0.034253564355242384,0.09329290583835163
163,0.07629568179718227,0.034253564355242384,0.09329290583835163,0.03900905099167212
164,0.034253564355242384,0.09329290583835163,0.03900905099167212,0.019428698834579372
165,0.09329290583835163,0.03900905099167212,0.019428698834579372,0.03191649626591356
166,0.03900905099167212,0.019428698834579372,0.03191649626591356,0.27526383660810777
167,0.019428698834579372,0.03191649626591356,0.27526383660810777,0.026331435825536414
168,0.03191649626591356,0.27526383660810777,0.026331435825536414,0.01820241600816317
169,0.27526383660810777,0.026331435825536414,0.01820241600816317,0.023619753899800342
170,0.026331435825536414,0.01820241600816317,0.023619753899800342,0.0316935357520197
171,0.01820241600816317,0.023619753899800342,0.0316935357520197,0.01176970388433371
172,0.023619753899800342,0.0316935357520197,0.01176970388433371,0.007151809997469097
173,0.0316935357520197,0.01176970388433371,0.007151809997469097,0.003446849025602295
174,0.01176970388433371,0.007151809997469097,0.003446849025602295,0.006092245393153706
175,0.007151809997469097,0.003446849025602295,0.006092245393153706,0.005870289205899013
176,0.003446849025602295,0.006092245393153706,0.005870289205899013,0.0036366667604038204
177,0.006092245393153706,0.005870289205899013,0.0036366667604038204,0.013837612434367255
178,0.005870289205899013,0.0036366667604038204,0.013837612434367255,0.012963848258296743
179,0.0036366667604038204,0.013837612434367255,0.012963848258296743,0.02030748464384569
180,0.013837612434367255,0.012963848258296743,0.02030748464384569,0.22370371560683427
181,0.012963848258296743,0.02030748464384569,0.22370371560683427,0.014699324690767828
182,0.02030748464384569,0.22370371560683427,0.014699324690767828,0.005137130759311112
183,0.22370371560683427,0.014699324690767828,0.005137130759311112,0.07040128875194337
184,0.014699324690767828,0.005137130759311112,0.07040128875194337,0.006878633151617167
185,0.005137130759311112,0.07040128875194337,0.006878633151617167,0.00460282898727719
186,0.07040128875194337,0.006878633151617167,0.00460282898727719,0.019656680981669034
187,0.006878633151617167,0.00460282898727719,0.019656680981669034,0.015283842794759826
188,0.00460282898727719,0.019656680981669034,0.015283842794759826,0.011973582192083497
189,0.019656680981669034,0.015283842794759826,0.011973582192083497,0.004743434716759801
190,0.015283842794759826,0.011973582192083497,0.004743434716759801,0.003086295762143314
191,0.011973582192083497,0.004743434716759801,0.003086295762143314,0.0044431410516505105
192,0.004743434716759801,0.003086295762143314,0.0044431410516505105,0.00694692736308015
193,0.003086295762143314,0.0044431410516505105,0.00694692736308015,0.007064433579862046
194,0.0044431410516505105,0.00694692736308015,0.007064433579862046,0.7939995500616657
195,0.00694692736308015,0.007064433579862046,0.7939995500616657,0.783647955391828
196,0.007064433579862046,0.7939995500616657,0.783647955391828,0.7606900527472351
197,0.7939995500616657,0.783647955391828,0.7606900527472351,0.29750866733889597
198,0.783647955391828,0.7606900527472351,0.29750866733889597,0.18807623240921895
199,0.7606900527472351,0.29750866733889597,0.18807623240921895,0.39883417763726137
200,0.29750866733889597,0.18807623240921895,0.39883417763726137,0.22684826231404895
201,0.18807623240921895,0.39883417763726137,0.22684826231404895,0.4236731840770038
202,0.39883417763726137,0.22684826231404895,0.4236731840770038,0.17960574153453077
203,0.22684826231404895,0.4236731840770038,0.17960574153453077,0.1354475078638776
204,0.4236731840770038,0.17960574153453077,0.1354475078638776,0.12529878717515056
205,0.17960574153453077,0.1354475078638776,0.12529878717515056,0.11993266994211063
206,0.1354475078638776,0.12529878717515056,0.11993266994211063,0.04880927033661012
207,0.12529878717515056,0.11993266994211063,0.04880927033661012,0.0713584120390643
208,0.11993266994211063,0.04880927033661012,0.0713584120390643,0.09015538941761107
209,0.04880927033661012,0.0713584120390643,0.09015538941761107,0.045843493771166186
210,0.0713584120390643,0.09015538941761107,0.045843493771166186,0.09131538668584262
211,0.09015538941761107,0.045843493771166186,0.09131538668584262,0.13970685714056155
212,0.045843493771166186,0.09131538668584262,0.13970685714056155,0.03344508141071737
213,0.09131538668584262,0.13970685714056155,0.03344508141071737,0.032315213941660675
214,0.13970685714056155,0.03344508141071737,0.032315213941660675,0.029941990093322036
215,0.03344508141071737,0.032315213941660675,0.029941990093322036,0.042620609586096904
216,0.032315213941660675,0.029941990093322036,0.042620609586096904,0.030469261578881825
217,0.029941990093322036,0.042620609586096904,0.030469261578881825,0.08602258529746147
218,0.042620609586096904,0.030469261578881825,0.08602258529746147,0.04505108005286775
219,0.030469261578881825,0.08602258529746147,0.04505108005286775,0.026825564532003875
220,0.08602258529746147,0.04505108005286775,0.026825564532003875,0.06754096648361141
221,0.04505108005286775,0.026825564532003875,0.06754096648361141,0.1700997898948671
222,0.026825564532003875,0.06754096648361141,0.1700997898948671,0.12065478079566774
223,0.06754096648361141,0.1700997898948671,0.12065478079566774,0.09359319950346093
224,0.1700997898948671,0.12065478079566774,0.09359319950346093,0.07712023396793387
225,0.12065478079566774,0.09359319950346093,0.07712023396793387,0.12061460773010128
226,0.09359319950346093,0.07712023396793387,0.12061460773010128,0.04054567074958923
227,0.07712023396793387,0.12061460773010128,0.04054567074958923,0.03433089750645782
228,0.12061460773010128,0.04054567074958923,0.03433089750645782,0.036647879063003416
229,0.04054567074958923,0.03433089750645782,0.036647879063003416,0.1302601607726084
230,0.03433089750645782,0.036647879063003416,0.1302601607726084,0.07110733037927393
231,0.036647879063003416,0.1302601607726084,0.07110733037927393,0.027969492574008832
232,0.1302601607726084,0.07110733037927393,0.027969492574008832,0.3822075501259426
233,0.07110733037927393,0.027969492574008832,0.3822075501259426,0.0217918794165264
234,0.027969492574008832,0.3822075501259426,0.0217918794165264,0.03889254910152939
235,0.3822075501259426,0.0217918794165264,0.03889254910152939,0.023816601921076
236,0.0217918794165264,0.03889254910152939,0.023816601921076,0.028257734319448186
237,0.03889254910152939,0.023816601921076,0.028257734319448186,0.017041414413292467
238,0.023816601921076,0.028257734319448186,0.017041414413292467,0.03468642913672099
239,0.028257734319448186,0.017041414413292467,0.03468642913672099,0.07001864030242284
240,0.017041414413292467,0.03468642913672099,0.07001864030242284,0.012853372327988976
241,0.03468642913672099,0.07001864030242284,0.012853372327988976,0.008747685027096733
242,0.07001864030242284,0.012853372327988976,0.008747685027096733,0.006625542838548467
243,0.012853372327988976,0.008747685027096733,0.006625542838548467,0.014378944492875308
244,0.008747685027096733,0.006625542838548467,0.014378944492875308,0.016586454445752304
245,0.006625542838548467,0.014378944492875308,0.016586454445752304,0.028038791112110977
246,0.014378944492875308,0.016586454445752304,0.028038791112110977,0.0050608019347348375
247,0.016586454445752304,0.028038791112110977,0.0050608019347348375,0.007498302687979817
